057770930,20915353,7837,
087770706,29602722,5526,
097770592,60666044,5587,
077770392,29343913,5178,
077770978,96041882,7195,
027770216,34130593,9651,
117770540,73946405,7846,
057770299,87248393,3510,
027770313,17921101,4660,
117770249,31086035,6210,
047770694,84364089,5974,
087770531,54842599,6168,
047770526,21766093,7455,
117770838,54692105,3435,
117770058,96993998,6216,
047770270,47150858,8797,
097770851,70146635,2249,
117770537,78100819,4439,
117770362,88453873,9694,
127770970,69336540,5152,
027770164,92836208,4308,
017770682,67139477,1945,
077770703,98949924,8107,
097770657,72304080,5124,
057770927,81095513,7925,
037770057,61086539,3304,
067770195,14068407,3973,
057770574,87932463,7383,
087770696,98759266,6640,
047770238,47282483,3882,
087770094,59385187,9872,
127770103,96785274,3603,
047770076,21119404,3358,
057770927,76280197,1352,
087770133,63481022,1077,
107770233,35052599,4949,
117770087,24748283,1658,
027770517,34440128,3073,
057770312,51526737,2087,
097770945,53026484,1706,
087770476,63892983,9296,
037770675,63380974,7949,
027770478,54590090,9214,
017770598,30579378,2318,
037770918,95415985,5885,
067770577,98600904,6563,
077770622,64540917,4881,
057770257,69233957,2581,
037770400,67206889,6518,
067770522,79579067,5525,
027770106,41680599,9905,
067770991,98657274,6266,
087770719,99004114,6788,
087770492,68533221,4120,
127770815,50758454,4745,
097770291,83299883,2807,
107770916,18328994,8344,
057770736,26125228,7967,
027770371,80087784,4406,
047770458,42791694,1205,
127770213,63145436,6249,
017770831,87242519,2561,
027770342,50237357,3172,
127770530,65308420,4534,
067770441,41537053,1742,
057770008,84603818,2707,
097770165,80913764,1296,
077770305,63980455,6119,
127770789,63477735,1196,
107770534,89500880,8635,
117770922,32803301,4452,
057770176,72427242,5939,
117770281,51217486,4660,
017770695,68246000,8617,
087770609,21410747,8899,
017770213,31396563,5246,
017770530,90188754,6108,
027770711,26693378,2317,
087770777,41389609,7529,
077770279,66352556,4895,
047770555,88153186,2828,
037770727,38980862,4770,
077770664,37045203,4129,
067770276,47611818,3959,
127770705,44768421,3127,
037770303,46929734,2347,
127770912,80117528,7187,
087770748,14540446,8872,
057770765,99289243,9800,
077770907,43471515,3408,
047770678,22594523,4393,
067770234,72508747,1434,
027770960,39879587,5874,
107770916,53263153,8713,
037770439,16114197,3915,
027770795,12208984,5278,
017770970,62369349,4577,
027770041,61118863,2103,
037770167,31904036,6529,
127770132,61874275,2227,
097770974,69330229,9993,
107770699,29937468,1415,
067770687,35560230,6567,
117770443,72535037,8732,
057770503,86376224,3603,
097770534,83940433,7019,
017770161,49144338,8224,
117770249,28201807,5147,
057770257,32640713,6786,
107770628,35852139,3359,
037770963,21889828,5451,
127770242,17596879,8179,
057770972,26688037,2453,
047770403,62342078,7562,
037770879,58559668,9163,
077770664,12448715,1584,
027770313,99646080,7117,
037770659,95889058,8638,
017770996,67436219,3696,
037770549,32427978,3165,
117770799,50279276,1882,
047770746,72099955,7296,
037770633,34785977,7038,
027770805,16404946,8876,
047770814,94958715,7097,
017770475,64388137,1606,
117770061,59121095,7693,
027770960,29049259,4252,
097770385,91147079,4392,
027770274,56355974,5061,
047770089,91842468,8804,
057770781,25923751,3282,
087770900,99938701,6764,
057770448,50888450,6219,
027770795,94031700,5075,
087770489,96536818,2131,
037770002,29436163,8797,
067770153,12104075,1524,
067770713,55863629,5907,
117770634,85548956,3689,
047770571,31079055,1266,
077770538,36269446,9042,
097770961,81909874,5056,
027770410,47058604,6816,
027770193,29463068,2617,
057770079,33505844,5128,
047770063,24538833,1838,
097770602,55043834,6428,
097770958,28410326,2698,
107770178,67631742,7986,
127770064,48697556,1078,
037770837,56378689,7112,
027770041,62007148,7430,
037770947,54422838,5403,
027770656,45064658,9216,
057770590,77984832,8270,
107770068,55663612,7975,
017770653,92649673,2487,
047770856,38338977,4518,
127770488,80578879,1522,
047770681,24838575,1645,
067770386,99789439,6992,
017770873,32190483,9647,
017770789,71929149,8098,
127770116,35503666,6692,
037770565,78707704,7221,
077770305,19034588,1730,
107770398,28687638,6778,
077770842,42495505,9306,
067770247,29873629,6463,
077770062,18650701,3848,
047770322,58698325,6679,
027770012,48153029,2085,
117770498,78900501,6734,
037770374,75072885,1982,
027770850,13532688,5340,
087770942,51800084,2866,
027770368,73084684,2044,
037770620,11927392,4066,
077770062,22040718,7548,
107770819,90176083,2749,
057770613,45931639,9460,
037770769,36235852,1794,
107770563,20448558,4400,
097770482,13519889,5948,
117770676,81785425,6827,
117770980,13875057,8495,
057770642,88343983,4133,
117770715,82075846,5839,
047770801,96088133,7576,
027770601,63580156,5894,
067770027,35471798,8289,
067770933,12934164,1360,
027770591,91553139,2722,
057770493,93264468,9316,
117770472,84164263,9001,
077770114,78679353,7956,
107770411,78798548,8920,
127770844,33140351,1406,
077770392,21346484,4563,
047770393,52855915,9678,
117770443,47506855,5558,
077770059,35765815,3163,
117770841,32122163,7472,
087770748,45046786,2941,
067770027,92799578,1852,
077770279,57782203,6018,
037770222,61039544,5579,
107770097,71888772,7843,
127770637,31680428,2163,
127770116,11291125,2141,
037770659,94186118,1729,
127770129,92836949,8222,
127770682,27641426,3422,
057770710,62053066,3751,
117770278,94529283,5962,
057770422,18364123,4255,
017770679,32969119,7008,
087770858,64954574,5150,
037770413,28522214,9115,
087770942,57696344,7305,
117770993,69154544,1535,
067770069,75433194,3457,
017770365,95383596,6069,
047770717,16507115,2909,
067770218,55914374,6188,
027770672,15183996,8029,
117770621,72934722,6420,
107770673,17311449,7340,
027770054,89580758,9966,
077770253,75885865,3539,
087770094,49082458,4329,
127770271,65921409,6063,
017770789,56514634,8893,
057770422,20730376,2082,
107770916,14455609,1645,
107770479,92273722,8615,
087770890,57338945,9132,
027770449,48035697,4321,
087770434,15167446,4240,
057770972,18460988,2950,
047770267,42361901,2447,
117770090,67472037,1765,
117770142,40861063,9070,
037770125,67853685,7100,
017770006,27851038,9327,
047770872,38674097,9263,
017770349,10114533,2783,
097770725,87973228,6931,
057770367,80702357,7025,
017770679,45998494,3808,
067770360,55802143,7358,
037770853,94165595,4987,
117770841,55495987,1898,
077770994,86596800,7644,
017770475,47329113,4059,
047770908,48251154,5432,
097770068,81505537,3792,
107770152,51983985,5677,
047770225,24831598,1852,
077770033,85026423,8418,
097770288,27590344,2324,
067770962,74023356,9492,
087770298,74851146,2148,
107770505,22823744,3838,
097770217,63300763,1914,
067770917,63323928,9203,
107770615,14892848,1408,
057770561,42072465,2356,
037770646,24310653,9617,
047770791,63029293,2430,
087770450,10235438,5439,
017770190,86941523,6405,
127770475,17400499,8215,
117770388,40907684,7325,
067770292,14807024,1716,
117770786,90394276,8688,
087770793,23678846,2630,
017770608,22541372,2697,
127770776,55636649,9023,
077770127,37281009,8016,
057770354,41179330,3676,
127770323,93739029,1203,
127770420,78952986,5356,
077770473,35085333,6418,
117770896,78123715,3991,
067770548,49502828,8935,
087770450,84380432,1198,
067770043,58494655,6412,
127770446,83313468,7911,
047770717,53891075,4524,
067770713,10680290,9705,
017770666,44672326,8828,
057770671,28712176,9285,
127770365,51809454,5345,
127770352,63241437,2667,
127770446,57774473,9268,
037770374,13309617,6963,
097770314,62495242,4615,
057770503,96028562,9289,
017770365,67404306,8211,
037770206,34911026,3862,
037770248,30549434,3588,
057770079,52276264,7669,
107770013,49075559,4202,
117770016,24263506,2301,
127770077,24614485,1899,
067770836,52047503,2192,
107770356,99825568,9739,
057770642,51695668,4276,
077770732,24948368,9281,
127770721,96373495,1958,
117770443,37561978,8486,
107770000,41586606,8845,
067770700,88438403,9532,
097770217,97419769,3816,
127770941,73941824,2684,
077770318,31964128,1811,
097770039,25228333,1127,
077770703,89685035,1421,
107770152,52191161,6886,
057770820,61426775,8076,
047770539,82763938,1405,
027770478,56184789,2535,
047770908,49611272,7124,
017770420,20545367,4831,
117770016,36333204,5610,
057770095,65792609,7014,
097770819,30143429,8675,
037770471,20681629,9858,
077770774,26187444,6382,
017770459,88144810,9563,
107770754,42552325,9831,
127770200,66608093,3870,
037770921,69154667,2864,
057770752,92839933,5707,
017770161,31032500,6456,
027770384,55865245,7612,
117770155,21835128,4501,
087770942,32004977,4888,
117770456,35556558,4910,
067770072,53981613,4311,
057770367,45512100,5606,
017770271,83925704,6227,
077770910,61498237,9998,
037770141,30637401,3661,
077770101,22796075,2946,
077770017,89457690,3035,
027770012,11130723,7255,
017770051,33792534,8382,
077770114,68696676,8169,
117770993,38804414,5602,
077770033,31886756,9802,
057770192,91540896,4296,
077770473,85697784,9896,
017770598,90267170,1134,
117770252,87863367,6709,
017770242,10901513,6841,
107770628,72883226,9376,
127770226,63381669,7777,
077770716,86263913,2626,
027770397,48416494,7997,
107770068,93077202,3892,
127770310,89943065,8927,
077770059,60321936,9216,
017770598,54891728,4247,
067770700,12146305,9568,
027770588,28617307,2970,
047770034,14986615,4646,
087770793,50076084,4613,
017770611,99350059,2071,
077770842,52812987,4167,
017770093,63232996,1053,
087770104,57815688,3065,
047770636,13184939,1286,
027770973,30264227,2914,
077770305,65472796,7404,
027770999,67113817,2927,
097770026,70269855,7631,
037770604,34211988,1264,
027770601,75083421,7535,
097770453,14549748,8087,
017770255,55167684,2051,
037770662,35372952,2690,
097770055,81663754,7026,
017770103,92220979,1061,
077770745,21792766,8988,
017770909,16102497,8027,
047770474,34102288,3356,
127770022,57435767,6651,
117770948,35353845,8376,
037770390,60681126,4544,
127770514,45964279,9645,
087770955,74044348,4499,
097770149,51227997,5565,
097770424,90721674,4945,
107770961,60843168,4928,
097770576,34906659,9077,
047770173,20328157,3481,
027770177,31884208,2808,
107770602,89173987,5254,
057770781,23489213,5208,
077770295,71452959,3697,
117770825,96823738,7593,
027770245,36283859,3830,
027770708,13998235,3453,
027770258,39805179,8300,
057770901,31348236,9926,
027770229,54089569,2533,
087770272,81416817,9348,
077770839,37811327,7020,
067770852,22742964,8588,
117770854,22495101,4607,
117770252,39041519,7465,
087770544,33016896,4226,
087770816,25077144,9530,
107770408,97061049,4484,
027770339,43922501,2488,
017770271,37086644,2740,
127770404,39848929,4828,
067770263,84502362,5804,
107770644,53410647,9450,
117770605,86690450,6480,
037770675,27686944,8510,
027770928,88826264,7950,
107770327,65804542,6884,
027770630,18657432,7434,
097770783,18998641,3736,
037770895,56974339,2254,
037770219,87968314,2029,
087770900,78555228,9364,
047770678,86765738,1232,
