047770283,48686664,5404,
127770475,25895614,2406,
077770619,44459183,1472,
127770967,81012936,2731,
067770933,94055317,9892,
017770093,29727584,5855,
067770807,61996276,7576,
087770696,51266563,7969,
077770622,47831067,9532,
117770197,75800196,3624,
107770408,67870736,6668,
097770262,11968458,9318,
047770526,69758568,9601,
047770869,49790164,7968,
037770044,27410893,1803,
017770077,50813713,8438,
127770666,98106042,3708,
077770127,13227126,9259,
087770780,37243681,8510,
037770840,62076425,1537,
077770509,89107474,9119,
017770938,49272213,2743,
097770783,97232153,1204,
057770176,46109240,5202,
017770420,29631544,3553,
047770717,22001689,2792,
077770240,20951388,5319,
057770998,85889343,1642,
047770160,60324519,4784,
087770463,45921898,1281,
027770614,84261535,9096,
107770194,90669008,6003,
017770983,90302514,7075,
017770284,65305614,3433,
017770569,58563625,4030,
097770806,19636627,3988,
087770528,78478046,2204,
077770554,22766898,3394,
017770378,94841712,1289,
097770851,21339873,4451,
017770349,86936114,8226,
077770732,15091994,1098,
107770929,43603833,7410,
077770635,24817570,6846,
127770433,39416076,2243,
027770740,70238695,1080,
107770453,57430209,4801,
067770629,96256208,9190,
017770255,51234579,7769,
037770141,80354336,6788,
067770991,78710584,3751,
087770609,76318043,9313,
067770483,94076956,3287,
057770545,51103040,9093,
047770160,68085180,7737,
127770103,71844473,9061,
087770010,40507149,6417,
127770268,31218654,3971,
107770660,95473587,9722,
117770362,15645146,4310,
087770777,64160724,1845,
077770703,98412419,6383,
047770555,97853516,5388,
027770038,96740714,1223,
077770907,95096579,8526,
057770642,28180711,2704,
107770495,17200725,3846,
107770437,63399402,1573,
047770157,48240068,8259,
047770445,92018327,2619,
037770578,80380889,1468,
127770750,63229637,1642,
087770573,81145243,3050,
127770802,16601781,6396,
097770589,86046538,1120,
017770608,69567005,4727,
087770748,25173789,1680,
057770707,77941477,7072,
067770027,43581625,9005,
057770752,85495973,1496,
107770482,78712715,9945,
017770187,55804468,4155,
077770059,36293658,1801,
027770960,35614733,3841,
087770528,49155547,5338,
117770281,87094712,2525,
027770481,76910959,6918,
087770010,78597503,2849,
067770690,91321073,8871,
037770604,99776468,1755,
097770518,73127965,7079,
127770187,88708638,6501,
037770015,47889653,7726,
117770715,25488555,7804,
107770482,95674878,8611,
017770349,72626027,4560,
037770549,83756449,9647,
067770195,22593498,6272,
117770485,90984097,3558,
087770324,65652260,6199,
057770464,82230717,6363,
067770616,57121479,2957,
067770894,25892989,6125,
037770947,63016866,5661,
037770316,50394368,6799,
027770410,86213688,8447,
017770006,87462153,9889,
037770947,62353753,8878,
117770579,12157666,1583,
097770848,83266793,6894,
077770952,27497117,7357,
107770165,30398643,1427,
027770290,16443693,9365,
067770810,21274226,2780,
067770810,87927326,7746,
107770673,33780944,5706,
027770957,30172937,1045,
117770841,17815136,3692,
067770412,40103886,1776,
107770013,61744745,8122,
087770706,49318368,6110,
077770541,72937004,2311,
057770008,92203734,6448,
077770457,39451989,1614,
107770864,29126279,3603,
027770067,37716668,5512,
127770695,74241507,1710,
057770574,58894080,5813,
077770114,56848038,1390,
037770594,43683798,4956,
107770851,48259127,5091,
077770567,60534147,2789,
107770084,37057848,8637,
107770929,40388805,4381,
047770571,81741702,6862,
107770615,40753317,9810,
017770750,83228113,4050,
017770514,83252040,5102,
127770213,68451714,8848,
127770145,86586153,6255,
107770097,46938880,2048,
107770835,76215764,7778,
037770390,12024799,8105,
087770382,41673865,1205,
037770183,22486796,7025,
127770365,32631324,4037,
127770255,51771508,6307,
097770644,92880416,7731,
017770682,74158616,7789,
067770904,83962796,1213,
127770705,46211358,1819,
127770938,10616769,1517,
077770017,82811149,9626,
107770107,64206264,5599,
047770377,60556963,2237,
097770589,13078744,3331,
047770429,19264659,7112,
117770760,80063355,1605,
017770048,68386119,4121,
017770459,63774425,5847,
117770540,53325978,7989,
017770365,53735296,9190,
107770042,32404836,6074,
087770269,56810749,5206,
057770671,17809294,4518,
057770448,59308986,8452,
087770463,52920358,1296,
087770382,27312959,6899,
077770635,37859033,7651,
127770394,81895823,4064,
057770309,37414216,2602,
017770899,17417453,5006,
037770510,23187939,4924,
037770617,84482466,2361,
107770990,38525984,8430,
117770935,96830297,5051,
067770904,97852847,9914,
117770634,73604365,7491,
097770880,57517478,8893,
057770244,31772158,7012,
097770178,42076047,5573,
077770981,65920895,3575,
067770739,73670205,5938,
117770650,25994269,3087,
027770546,88897963,4309,
047770115,32237087,5128,
047770403,78449619,8474,
057770257,11679365,4023,
127770909,95479604,2878,
067770001,58881158,9719,
027770504,24121716,4072,
057770066,88631514,6413,
127770323,22364384,2371,
027770960,23228717,9522,
017770161,35893774,1922,
107770398,14877384,1480,
067770292,71509530,8641,
047770403,46901804,2961,
097770822,31729758,3822,
087770803,96282609,8492,
037770976,35297228,9797,
047770144,97319704,2349,
067770111,65514476,2717,
097770615,83133428,8981,
047770801,28773827,8904,
067770315,63115437,9257,
067770069,24055028,5772,
037770963,86919762,7843,
127770190,28120140,5083,
027770067,37949244,4528,
017770954,71951502,5085,
117770249,35320166,6196,
097770725,31751894,6145,
067770030,18663031,9369,
037770002,87176054,8417,
087770337,30143157,7331,
017770938,70753581,4849,
127770734,49958537,8982,
067770027,64396433,9867,
027770245,74700983,9254,
017770640,21673649,5534,
117770799,57996002,8657,
047770267,38887826,7339,
017770420,49728369,3508,
117770595,93507934,5250,
057770545,67871528,2251,
107770217,96109465,7072,
067770302,51925943,1015,
077770059,48271778,1601,
067770878,74924633,6641,
077770978,36588994,5236,
087770751,55891484,3581,
097770385,79550264,3152,
047770830,31561712,2750,
097770301,82158909,9729,
107770330,68454083,3122,
037770222,39308786,8861,
067770519,20780834,1602,
027770025,33422053,6400,
127770145,97070289,2061,
097770550,60870717,7149,
047770380,55092173,7874,
027770177,33776356,3006,
047770445,79267544,6502,
017770941,36000854,3770,
037770730,17010533,8366,
067770551,17685447,5528,
107770518,14388776,4392,
047770979,69488980,8975,
097770204,50931789,5611,
067770085,69019595,5149,
127770543,68831075,8906,
067770632,83369276,7755,
117770197,48896043,6698,
067770166,24179645,8981,
057770309,91279235,6790,
047770173,30143241,3424,
087770104,96604229,3708,
027770041,87921801,9886,
037770824,20275815,8287,
077770020,35145309,2090,
057770244,14930535,7467,
047770995,51978945,2687,
117770773,15979919,5184,
127770983,19893295,4553,
037770044,64117395,8837,
017770417,65979189,4200,
047770393,84749413,8192,
117770663,83138106,3941,
037770617,67627044,7026,
067770292,41138436,8695,
127770006,65808357,8540,
077770091,23946808,3747,
097770822,34249293,4522,
107770327,12690518,1121,
027770766,55774420,5970,
027770672,60945600,1112,
107770518,36241202,8912,
097770314,31050799,7229,
027770070,59229036,5930,
117770427,55581781,4992,
027770355,87932528,4900,
087770366,61911196,3203,
017770459,32295223,6414,
037770167,31546562,6786,
117770469,40022145,5140,
047770571,95559935,9553,
097770482,74791303,8545,
117770582,71290535,6750,
047770102,95583192,3691,
127770815,58020333,9711,
027770041,33869027,8535,
107770534,57658117,4918,
017770310,32177804,6036,
087770191,64518619,5496,
077770130,75007148,9374,
097770796,80209643,4776,
127770064,92260515,2965,
127770161,46323576,5293,
077770428,72169254,2394,
127770792,22775478,9912,
097770479,69751002,5622,
127770718,38245073,1655,
027770575,38170229,9529,
057770338,79527721,1418,
047770720,92022698,7537,
077770321,77725389,3939,
097770097,14620104,7459,
027770067,29532067,6762,
067770399,13049715,6165,
037770374,50288157,4468,
017770022,81986787,8175,
057770516,94876842,2140,
067770140,68760065,6001,
117770663,46503561,3481,
127770815,38569076,2619,
057770969,50426045,5982,
107770660,80159887,9533,
097770686,25053676,8278,
067770331,89695559,5705,
